Protein_ID,Drug_ID,Binding_Affinity,Interaction_Score,Hydrophobicity_Index,Molecular_Weight,Toxicity_Potential,LogP,pH_Stability,Target_Specificity,ADR_Predicted,Charge_At_pH7,Half_Life_Hours,Bioavailability,Solubility,Metabolism_Rate,Plasma_Protein_Binding
P09049,D0982,0.581,0.278,0.577,435.0,0.773,4.77,8.52,0.829,0,-0.65,38.5,0.498,-2.24,4.48,0.563
P08996,D0623,0.86,0.576,-0.567,443.65,0.088,3.74,7.11,0.702,0,-1.42,1.8,0.325,-9.46,4.95,0.998
P07308,D0247,0.727,0.596,0.325,305.83,0.809,-0.24,5.84,0.241,1,-1.09,58.7,0.486,-0.48,4.92,0.209
P04294,D0597,0.116,0.339,-0.297,804.47,0.351,5.15,8.79,0.83,0,-1.52,39.8,0.446,-6.44,2.66,0.482
P05761,D0085,0.671,0.502,0.666,536.17,0.891,3.83,8.37,0.896,0,-0.37,56.5,0.969,-6.75,1.62,0.631
P07768,D0916,0.805,0.615,-0.124,439.55,0.515,-1.98,6.16,0.733,0,1.97,48.5,0.08,-9.28,4.65,0.124
P00535,D0286,0.382,0.689,-0.875,733.55,0.908,1.52,7.93,0.05,1,-1.26,30.5,0.863,-3.52,1.27,0.548
P06876,D0636,0.754,0.4,0.058,177.56,0.518,-2.67,7.35,0.463,0,0.0,11.7,0.095,-5.48,1.99,0.113
P05223,D0531,0.712,0.701,0.215,898.66,0.87,0.56,6.39,0.088,1,-1.82,28.5,0.448,0.43,4.99,0.441
P06788,D0882,0.332,0.527,-0.361,870.72,0.509,3.23,7.0,0.019,0,1.52,64.4,0.186,-8.74,1.33,0.986
P01155,D0803,0.742,0.355,-0.845,215.71,0.435,2.2,6.83,0.227,0,1.37,2.7,0.685,-7.09,3.17,0.271
P06694,D0545,0.64,0.711,0.506,816.11,0.759,1.75,5.16,0.914,0,-1.93,62.7,0.62,-7.17,0.98,0.735
P00947,D0904,0.312,0.473,0.082,383.01,0.359,-0.97,5.0,0.378,0,-0.84,55.5,0.242,0.38,1.09,0.576
P05433,D0351,0.536,0.442,-0.581,228.39,0.741,-1.91,7.24,0.822,0,-0.03,23.2,0.448,-8.33,0.61,0.468
P09221,D0402,0.457,0.478,-0.625,577.63,0.444,1.07,5.79,0.882,0,-0.35,36.5,0.381,0.87,0.33,0.908
P08083,D0455,0.051,0.69,0.092,801.39,0.187,1.27,4.24,0.32,0,0.61,22.7,0.391,-0.02,4.05,0.662
P03144,D0851,0.683,0.583,-0.381,269.75,0.976,4.29,7.79,0.891,0,-0.67,67.8,0.081,-0.6,4.31,0.195
P04316,D0940,0.136,0.636,0.382,877.65,0.273,-1.78,5.4,0.61,0,-1.65,20.9,0.222,-3.46,0.29,0.649
P06317,D0213,0.242,0.415,-0.302,368.51,0.36,0.41,8.32,0.099,0,1.17,40.3,0.301,0.8,3.74,0.323
P05082,D0843,0.958,0.225,-0.059,577.14,0.527,0.5,4.31,0.744,0,1.02,43.2,0.34,-6.8,0.9,0.217
P06295,D0216,0.231,0.625,-0.881,648.97,0.801,1.21,6.72,0.425,0,-0.48,63.8,0.323,-6.25,1.76,0.647
P06150,D0384,0.392,0.552,-0.078,413.03,0.457,-1.73,4.95,0.608,0,-1.55,62.9,0.917,-2.16,0.54,0.657
P06098,D0954,0.96,0.349,-0.98,808.45,0.241,3.65,6.13,0.485,0,-0.75,41.1,0.004,-2.53,1.36,0.956
P06578,D0935,0.75,0.462,-0.279,894.32,0.685,0.81,5.87,0.98,0,1.22,71.0,0.272,-0.81,2.62,0.869
P09074,D0294,0.681,0.662,-0.38,456.3,0.778,2.42,6.32,0.7,0,0.35,53.5,0.427,-1.8,4.79,0.157
P05266,D0015,0.821,0.408,0.512,258.86,0.806,-2.1,6.98,0.221,1,-0.9,26.2,0.587,-2.64,2.55,0.562
P06812,D0542,0.059,0.358,0.538,813.4,0.537,3.94,6.31,0.79,0,-1.78,6.5,0.997,-1.14,4.46,0.194
P07109,D0019,0.887,0.527,-0.162,544.46,0.688,3.51,7.27,0.681,0,1.47,6.3,0.414,0.85,0.37,0.4
P06786,D0712,0.252,0.414,0.952,705.12,0.345,1.31,5.08,0.521,0,-0.95,34.2,0.075,-3.27,2.4,0.187
P00703,D0915,0.154,0.478,-0.5,418.66,0.145,1.65,6.28,0.955,0,-0.31,5.4,0.374,-4.28,0.44,0.481
P05789,D0833,0.83,0.701,-0.668,234.99,0.152,-0.23,4.31,0.477,0,-0.47,16.9,0.772,-8.33,1.52,0.316
P04244,D0694,0.28,0.345,0.629,794.46,0.043,-0.02,6.63,0.552,0,0.34,12.7,0.791,-5.65,0.34,0.719
P06056,D0247,0.239,0.293,0.02,512.3,0.234,6.42,6.1,0.764,0,-0.33,37.0,0.833,-3.92,1.9,0.19
P01415,D0851,0.791,0.345,-0.609,231.8,0.659,-2.89,7.25,0.826,0,1.41,57.0,0.52,-9.48,2.19,0.708
P00126,D0180,0.056,0.634,-0.334,290.52,0.909,2.52,4.93,0.644,0,-0.63,8.5,0.566,0.63,1.78,0.503
P00517,D0025,0.076,0.43,-0.811,706.15,0.793,0.1,5.33,0.759,0,0.84,17.7,0.277,-9.07,3.12,0.038
P07217,D0171,0.813,0.591,0.392,806.87,0.766,0.53,7.43,0.783,0,-1.63,11.7,0.367,0.97,2.7,0.636
P05047,D0953,0.419,0.373,-0.006,357.88,0.909,2.28,5.75,0.855,0,-1.27,20.9,0.382,-7.29,1.2,0.445
P01163,D0588,0.846,0.413,0.129,360.29,0.228,0.95,8.48,0.706,0,0.31,58.2,0.54,-2.05,1.15,0.43
P02845,D0349,0.789,0.334,-0.851,226.27,0.059,-1.51,4.8,0.584,0,-1.6,65.6,0.848,-4.69,2.39,0.423
P00061,D0187,0.558,0.578,0.399,464.15,0.42,-0.76,7.52,0.291,0,-0.48,45.3,0.055,-9.39,1.3,0.06
P05120,D0606,0.75,0.79,-0.412,818.56,0.377,-2.67,4.71,0.296,0,1.61,62.5,0.925,-7.58,2.9,0.191
P02222,D0794,0.143,0.586,-0.68,273.25,0.597,0.78,5.77,0.191,0,-0.91,31.2,0.876,0.59,4.93,0.824
P03961,D0952,0.19,0.448,-0.151,734.37,0.483,5.95,4.64,0.296,0,-0.52,25.2,0.531,-4.25,0.18,0.858
P04907,D0889,0.843,0.721,0.709,314.17,0.748,1.91,6.38,0.796,1,-0.74,31.7,0.673,-0.96,1.97,0.667
P06533,D0585,0.341,0.479,-0.257,301.96,0.796,2.47,7.44,0.704,0,-0.37,9.5,0.813,-0.06,3.84,0.204
P04172,D0348,0.005,0.477,-0.782,161.21,0.577,1.44,5.1,0.281,0,1.63,70.6,0.796,-9.77,1.42,0.686
P06691,D0563,0.953,0.666,0.884,652.3,0.208,5.87,8.96,0.319,0,-1.52,65.5,0.612,-2.06,2.49,0.365
P08264,D0937,0.712,0.594,0.278,440.16,0.878,1.3,5.48,0.98,0,-1.7,15.7,0.958,-5.37,1.24,0.688
P09423,D0783,0.845,0.207,-0.397,880.31,0.264,4.54,7.21,0.321,0,-1.74,61.6,0.851,-8.81,3.5,0.778
P08540,D0313,0.913,0.537,0.166,188.75,0.765,4.51,5.65,0.207,1,1.94,20.7,0.028,-4.99,0.7,0.675
P03886,D0573,0.631,0.417,-0.819,199.45,0.508,1.98,5.45,0.389,0,1.1,29.0,0.561,0.39,3.91,0.491
P08396,D0981,0.503,0.436,0.129,363.34,0.557,3.55,5.27,0.718,0,0.81,26.1,0.035,-4.8,2.49,0.854
P02628,D0538,0.151,0.541,0.639,553.33,0.161,1.36,6.27,0.35,0,1.0,49.3,0.403,-7.44,1.03,0.384
P07386,D0029,0.189,0.65,-0.723,711.32,0.571,4.49,8.61,0.832,0,-1.5,9.5,0.066,-4.74,2.63,0.363
P02689,D0550,0.451,0.385,0.669,377.26,0.835,5.62,6.2,0.41,0,-0.71,46.3,0.433,-4.93,4.76,0.21
P05274,D0299,0.067,0.645,0.106,400.16,0.437,5.9,7.68,0.992,0,-0.46,55.1,0.309,-6.72,4.23,0.802
P09512,D0457,0.787,0.267,-0.615,689.51,0.324,-2.01,6.08,0.151,0,-0.14,35.5,0.899,-4.45,4.92,0.364
P08410,D0693,0.558,0.277,-0.577,427.34,0.269,0.34,7.3,0.011,0,-1.73,44.1,0.872,-3.94,1.72,0.021
P06663,D0718,0.926,0.594,0.766,639.42,0.472,-0.05,5.28,0.363,0,-0.75,49.7,0.299,-7.12,4.92,0.743
P07184,D0089,0.625,0.495,-0.048,385.65,0.246,5.46,8.52,0.252,0,-0.73,60.3,0.606,0.92,2.03,0.897
P02834,D0831,0.972,0.738,-0.434,893.74,0.439,3.41,8.86,0.39,1,1.19,71.1,0.267,-5.95,2.67,0.814
P03473,D0132,0.279,0.469,-0.495,837.48,0.497,1.0,7.27,0.127,0,-0.73,66.3,0.315,-2.17,3.25,0.253
P05654,D0259,0.35,0.609,-0.2,589.99,0.171,0.56,4.54,0.711,0,0.39,16.4,0.078,0.15,4.74,0.95
P02094,D0026,0.423,0.807,0.555,870.69,0.856,-2.87,4.68,0.863,0,-0.09,9.1,0.817,-8.23,4.12,0.948
P01575,D0748,0.295,0.618,-0.947,571.34,0.721,5.87,7.18,0.642,0,0.21,61.3,0.034,-8.29,3.72,0.612
P09174,D0840,0.796,0.407,-0.785,788.36,0.817,4.97,4.18,0.532,1,-1.92,51.8,0.297,-5.63,1.55,0.948
P06934,D0011,0.534,0.739,-0.111,864.47,0.863,1.53,4.68,0.747,0,1.11,11.6,0.273,-0.97,2.75,0.736
P02501,D0138,0.455,0.763,0.815,881.88,0.51,-2.59,6.84,0.025,0,-0.93,14.4,0.529,-2.97,3.83,0.765
P03724,D0418,0.456,0.486,0.767,878.91,0.884,5.92,8.23,0.762,0,0.03,24.9,0.247,-5.02,2.95,0.64
P09848,D0645,0.814,0.673,0.562,804.76,0.595,-0.09,5.28,0.53,1,1.48,38.3,0.365,-5.21,1.03,0.779
P05076,D0861,0.241,0.732,0.958,446.2,0.96,0.59,7.12,0.596,0,-1.97,71.0,0.291,-3.5,2.97,0.094
P09812,D0243,0.321,0.56,-0.785,894.07,0.43,5.92,5.6,0.927,0,-0.39,24.0,0.136,-7.14,3.2,0.169
P02956,D0964,0.93,0.485,0.767,734.65,0.778,2.67,6.4,0.793,0,1.48,13.6,0.315,-0.9,2.72,0.661
P06074,D0114,0.397,0.481,-0.96,788.46,0.35,1.72,4.16,0.916,0,1.06,19.4,0.752,-6.51,3.44,0.022
P09073,D0238,0.996,0.484,-0.17,749.62,0.128,1.48,8.21,0.562,0,0.08,50.0,0.883,-3.53,2.39,0.95
P00112,D0955,0.437,0.352,-0.549,579.71,0.863,2.35,8.78,0.49,0,-1.56,25.0,0.312,-9.54,3.51,0.674
P07844,D0128,0.423,0.373,-0.274,555.9,0.699,-1.68,5.61,0.268,0,-0.88,66.2,0.176,-5.85,2.13,0.821
P01260,D0777,0.593,0.465,0.948,460.51,0.583,-0.34,8.2,0.668,0,-0.21,34.1,0.991,-2.47,2.09,0.815
P09830,D0638,0.847,0.644,-0.342,243.97,0.951,-2.8,4.54,0.298,1,-1.05,11.9,0.69,-8.87,3.15,0.757
P05278,D0381,0.719,0.768,0.259,622.06,0.789,6.19,8.75,0.159,1,-1.91,6.9,0.768,-1.51,4.29,0.201
P02640,D0473,0.762,0.593,0.377,391.11,0.072,5.94,8.95,0.663,0,1.96,37.1,0.244,-7.26,3.98,0.322
P08328,D0465,0.977,0.504,0.099,293.96,0.043,3.2,4.09,0.539,0,-0.12,62.0,0.432,-0.1,3.38,0.557
P03576,D0815,0.796,0.408,-0.818,346.37,0.577,1.03,4.71,0.326,0,-0.47,42.9,0.657,-5.69,3.82,0.248
P06235,D0613,0.467,0.288,0.712,440.39,0.456,2.87,6.67,0.514,0,0.56,41.5,0.23,-1.52,1.7,0.384
P03919,D0496,0.657,0.62,0.575,155.87,0.051,1.38,6.81,0.194,0,0.48,46.2,0.251,-3.43,3.0,0.818
P04521,D0445,0.83,0.577,0.499,411.89,0.098,5.64,6.94,0.563,0,-1.76,68.4,0.936,-5.4,1.66,0.788
P03512,D0096,0.169,0.676,0.821,628.01,0.342,2.75,4.38,0.681,0,-1.04,60.9,0.09,-5.31,3.94,0.667
P07694,D0165,0.348,0.514,-0.305,300.28,0.428,4.8,8.22,0.472,0,-0.79,51.3,0.649,-9.62,1.0,0.069
P06202,D0316,0.605,0.452,0.152,309.39,0.722,-1.58,8.3,0.159,0,0.2,64.3,0.503,-2.33,0.17,0.662
P04544,D0825,0.38,0.455,0.567,267.86,0.768,6.26,7.97,0.741,0,1.82,44.9,0.708,-0.79,3.71,0.138
P07906,D0180,0.054,0.395,-0.111,328.91,0.533,-1.86,7.62,0.944,0,0.61,39.5,0.261,-7.66,0.41,0.046
P02939,D0255,0.94,0.31,0.926,169.77,0.146,4.52,4.1,0.469,0,1.7,2.4,0.006,-0.98,1.96,0.822
P00493,D0038,0.54,0.641,0.697,883.85,0.356,1.32,8.15,0.978,0,1.93,34.9,0.009,-1.79,3.14,0.123
P09424,D0368,0.635,0.517,0.061,201.39,0.808,3.72,4.04,0.061,1,-1.73,4.0,0.9,-0.3,4.95,0.149
P04809,D0061,0.719,0.743,-0.705,696.19,0.913,5.87,4.86,0.988,0,0.1,56.8,0.806,0.02,2.39,0.206
P00410,D0377,0.036,0.554,0.007,352.35,0.304,1.97,4.63,0.644,0,-0.66,2.4,0.675,-7.21,3.65,0.324
P09265,D0233,0.182,0.261,-0.586,522.82,0.056,6.35,7.58,0.952,0,-0.76,3.9,0.136,-8.41,4.29,0.015
P00632,D0344,0.903,0.49,-0.187,398.99,0.277,-0.61,4.84,0.182,0,-0.92,3.6,0.566,-0.3,4.07,0.319
P00566,D0598,0.787,0.426,-0.469,877.99,0.821,5.85,7.08,0.477,1,-0.97,29.9,0.3,-1.29,4.41,0.054
P07887,D0136,0.066,0.376,0.626,419.01,0.398,1.16,4.69,0.977,0,0.09,45.6,0.191,-9.71,2.8,0.019
P00466,D0061,0.788,0.234,-0.481,485.84,0.133,1.86,7.43,0.39,0,1.95,65.8,0.243,-1.89,4.97,0.408
P00140,D0336,0.9,0.306,0.183,891.52,0.687,1.31,8.5,0.683,0,-0.05,33.4,0.223,-6.3,4.46,0.689
P03623,D0626,0.167,0.783,-0.896,224.37,0.832,-1.21,7.86,0.19,0,0.65,59.0,0.646,-5.28,1.73,0.441
P03796,D0595,0.063,0.354,0.508,371.74,0.633,3.87,5.46,0.856,0,0.12,37.9,0.569,-3.36,2.48,0.981
P01661,D0299,0.863,0.52,-0.102,439.07,0.781,2.38,7.61,0.264,1,1.57,15.0,0.165,0.51,2.09,0.796
P04276,D0661,0.601,0.393,-0.168,487.28,0.846,5.08,8.97,0.154,1,-1.14,64.3,0.599,-8.83,3.28,0.582
P08742,D0767,0.99,0.238,-0.13,868.02,0.274,6.16,7.35,0.551,0,-1.59,55.6,0.293,-9.86,3.22,0.072
P02470,D0999,0.705,0.459,0.426,436.34,0.692,-0.47,4.64,0.247,0,-0.24,44.6,0.429,-2.8,0.73,0.828
P00481,D0083,0.511,0.6,-0.138,361.16,0.818,4.21,6.81,0.765,0,0.32,65.3,0.187,-9.96,3.56,0.948
P04425,D0799,0.246,0.429,0.475,385.7,0.012,-0.3,6.07,0.839,0,-1.38,55.0,0.328,0.93,0.93,0.446
P04293,D0596,0.7,0.841,-0.434,244.73,0.813,4.0,4.97,0.519,1,0.51,12.1,0.866,-9.23,2.15,0.764
P00129,D0520,0.077,0.348,0.921,255.55,0.706,0.28,4.91,0.021,0,-0.97,10.5,0.353,-4.79,1.25,0.405
P03437,D0242,0.416,0.525,0.021,331.57,0.554,5.24,8.02,0.39,0,-1.64,29.8,0.811,-4.74,4.2,0.246
P05620,D0493,0.347,0.254,0.167,279.04,0.004,5.02,4.79,0.029,0,1.66,13.8,0.12,-7.15,3.74,0.111
P02589,D0962,0.603,0.543,0.39,403.26,0.092,-1.0,8.76,0.899,0,-1.83,27.4,0.254,-9.33,4.18,0.976
P02510,D0786,0.222,0.705,0.169,255.12,0.354,6.25,8.68,0.274,0,-1.8,13.5,0.608,-1.76,2.69,0.153
P05027,D0427,0.163,0.585,0.128,574.21,0.182,1.34,8.46,0.974,0,1.94,65.8,0.096,-0.36,0.97,0.906
P06104,D0592,0.15,0.125,-0.995,862.99,0.178,1.7,4.92,0.297,0,-0.6,22.7,0.417,-6.51,2.55,0.933
P09396,D0793,0.311,0.597,-0.081,523.57,0.302,-0.38,5.95,0.436,0,0.27,62.4,0.751,-0.74,4.39,0.882
P03102,D0319,0.863,0.389,0.734,484.88,0.008,0.49,6.43,0.009,0,-1.24,24.5,0.131,0.02,4.35,0.716
P08333,D0484,0.397,0.371,0.848,289.31,0.115,1.78,7.52,0.96,0,-0.27,4.9,0.006,0.77,0.95,0.407
P07900,D0547,0.891,0.583,-0.424,316.78,0.425,-1.39,5.38,0.498,0,-1.7,53.8,0.832,-2.31,3.08,0.443
P01370,D0470,0.747,0.613,0.417,616.45,0.669,2.78,4.7,0.127,1,-1.89,46.7,0.135,-5.24,3.32,0.367
P08037,D0705,0.715,0.519,0.717,238.36,0.466,2.65,7.13,0.825,0,2.0,61.0,0.619,-0.7,3.25,0.362
P06174,D0501,0.768,0.528,-0.119,282.74,0.981,2.12,6.74,0.28,1,-1.18,63.2,0.627,-4.98,0.42,0.89
P05396,D0234,0.504,0.671,0.196,589.06,0.032,0.03,6.55,0.01,0,-0.45,56.8,0.841,-1.4,0.69,0.222
P01733,D0842,0.269,0.693,0.28,701.35,0.689,-2.49,4.32,0.674,0,0.37,61.1,0.454,0.04,2.11,0.351
P09366,D0630,0.179,0.51,0.898,856.41,0.646,5.46,6.78,0.258,0,0.07,27.0,0.36,-2.94,4.57,0.732
P02244,D0747,0.497,0.647,-0.036,282.64,0.684,1.53,5.1,0.958,0,-0.56,23.0,0.974,-2.07,1.35,0.108
P08818,D0487,0.376,0.615,0.557,688.25,0.417,4.09,6.07,0.174,0,-1.92,31.6,0.044,-1.75,1.31,0.735
P06155,D0307,0.658,0.891,-0.626,332.37,0.38,-2.23,5.75,0.281,0,0.01,65.0,0.64,-1.01,2.15,0.729
P09741,D0973,0.349,0.358,0.172,270.22,0.868,-1.52,6.84,0.569,0,1.78,55.7,0.702,-6.23,3.53,0.353
P06736,D0752,0.057,0.743,-0.089,765.73,0.158,4.71,5.8,0.937,0,0.96,44.6,0.107,-0.04,2.09,0.862
P02288,D0993,0.379,0.471,-0.541,373.5,0.305,3.72,6.57,0.341,0,0.87,25.1,0.273,-0.18,4.61,0.402
P04673,D0328,0.884,0.864,-0.973,398.77,0.15,4.02,8.36,0.471,0,1.79,54.5,0.161,-1.63,4.65,0.826
P07191,D0951,0.706,0.483,0.182,446.88,0.128,-2.75,7.93,0.095,0,-1.23,13.1,0.341,-9.89,4.75,0.91
P05754,D0657,0.386,0.593,0.618,184.55,0.4,0.82,8.45,0.098,0,1.89,42.9,0.955,-3.34,1.73,0.237
P07986,D0920,0.21,0.524,0.614,808.18,0.919,0.13,7.9,0.836,0,1.93,50.5,0.456,-0.66,2.33,0.662
P07106,D0893,0.566,0.472,-0.221,878.34,0.909,5.0,6.04,0.256,0,-0.03,3.5,0.587,-0.79,3.68,0.923
P02294,D0835,0.935,0.313,-0.638,304.03,0.663,0.91,6.98,0.693,0,1.11,41.2,0.748,-0.56,4.74,0.608
P00900,D0580,0.58,0.502,0.887,206.95,0.499,-2.93,7.23,0.151,0,-1.91,70.8,0.299,-0.04,3.15,0.199
P00345,D0871,0.889,0.48,-0.237,517.53,0.579,1.07,7.03,0.307,1,1.88,28.9,0.814,-0.03,2.49,0.82
P09399,D0829,0.706,0.463,-0.304,643.81,0.646,-0.16,7.19,0.624,0,-0.19,56.7,0.995,-0.43,2.96,0.539
P01218,D0908,0.12,0.382,0.23,520.03,0.499,4.64,7.17,0.062,0,1.96,51.5,0.542,-8.73,1.09,0.984
P01063,D0635,0.703,0.547,-0.12,639.43,0.529,3.78,7.4,0.332,0,-0.27,5.9,0.632,-6.62,4.58,0.344
P09407,D0758,0.606,0.506,-0.312,863.35,0.805,3.99,7.44,0.313,0,0.63,1.9,0.294,-9.67,3.27,0.202
P05126,D0268,0.36,0.576,-0.35,398.59,0.84,5.56,6.94,0.109,0,-1.53,56.1,0.148,-5.87,1.11,0.925
P03724,D0666,0.954,0.589,-0.216,816.23,0.522,6.56,5.29,0.364,1,-1.38,14.2,0.62,-1.44,2.24,0.589
P02825,D0190,0.33,0.515,0.371,558.47,0.578,6.82,6.57,0.665,0,-0.21,24.4,0.241,-7.35,1.21,0.683
P09695,D0294,0.084,0.784,-0.977,684.83,0.174,6.82,6.38,0.8,0,-0.48,40.4,0.445,-7.4,3.69,0.072
P07181,D0120,0.248,0.453,-0.594,774.11,0.374,5.74,7.54,0.32,0,-1.51,38.4,0.499,-9.48,3.85,0.693
P06572,D0343,0.436,0.389,-0.489,349.77,0.543,2.91,8.35,0.614,0,-1.85,12.0,0.013,-3.52,4.28,0.257
P05901,D0143,0.89,0.572,0.999,416.41,0.439,-0.52,8.36,0.078,1,1.05,5.8,0.402,-2.28,4.34,0.325
P03289,D0897,0.029,0.55,0.768,180.04,0.768,-2.89,5.14,0.65,0,-1.3,48.0,0.388,-9.46,1.83,0.776
P06491,D0429,0.797,0.679,-0.158,734.42,0.217,0.52,6.37,0.504,0,1.49,61.8,0.209,-5.66,4.53,0.635
P02103,D0571,0.277,0.475,0.402,203.1,0.229,5.24,8.36,0.581,0,-0.35,70.9,0.033,-3.28,2.16,0.896
P00809,D0745,0.602,0.405,-0.529,465.24,0.926,4.06,6.98,0.689,0,-0.27,40.2,0.144,-0.07,4.64,0.72
P02989,D0609,0.379,0.398,0.878,764.03,0.114,-1.59,7.52,0.797,0,-0.8,41.3,0.843,-8.36,3.3,0.41
P08079,D0594,0.264,0.596,0.856,227.36,0.238,-2.99,7.71,0.027,0,-1.0,54.2,0.158,-2.22,3.96,0.432
P09267,D0967,0.507,0.543,-0.676,895.06,0.74,-0.37,4.38,0.067,0,-0.58,18.5,0.777,-7.15,4.55,0.634
P04307,D0383,0.374,0.687,0.857,573.36,0.525,4.69,6.04,0.737,0,1.23,55.4,0.189,-3.79,0.61,0.209
P08482,D0826,0.393,0.614,-0.179,243.75,0.121,3.66,6.5,0.607,0,0.73,11.7,0.535,-2.6,2.04,0.487
P06705,D0081,0.161,0.414,-0.015,160.68,0.645,3.58,8.93,0.337,0,1.7,43.0,0.585,-9.92,4.71,0.078
P02740,D0734,0.142,0.503,0.385,402.24,0.221,3.97,8.37,0.743,0,-0.02,70.5,0.724,-8.26,2.56,0.464
P08342,D0975,0.261,0.353,-0.043,315.41,0.191,-0.29,8.84,0.543,0,1.23,28.1,0.095,-2.3,3.93,0.241
P04659,D0926,0.588,0.456,0.146,497.66,0.284,2.91,7.55,0.541,0,-1.2,30.2,0.608,-7.84,4.64,0.912
P03170,D0499,0.233,0.323,-0.105,499.58,0.376,6.79,6.41,0.658,0,-1.74,58.5,0.652,-1.06,3.88,0.77
P00470,D0006,0.773,0.303,-0.866,266.91,0.903,-0.2,8.92,0.84,0,-0.97,39.9,0.94,-2.14,1.6,0.095
P04642,D0411,0.815,0.808,0.101,644.19,0.508,5.66,7.09,0.267,1,1.34,64.4,0.349,-0.7,3.04,0.794
P00377,D0822,0.162,0.438,-0.902,459.32,0.171,6.06,6.73,0.993,0,1.87,17.5,0.624,-2.12,0.82,0.602
P02791,D0402,0.976,0.56,-0.799,624.69,0.969,0.98,8.97,0.367,1,0.83,54.4,0.788,-2.46,1.54,0.528
P05161,D0868,0.266,0.65,0.374,797.79,0.383,-2.25,6.76,0.565,0,-0.35,66.7,0.829,-0.77,0.65,0.186
P04883,D0235,0.073,0.55,-0.061,277.06,0.94,6.93,4.99,0.842,0,1.27,34.5,0.301,-5.38,3.37,0.764
P02294,D0586,0.438,0.336,0.08,474.75,0.369,-2.06,6.09,0.471,0,0.57,47.4,0.334,-0.19,1.07,0.538
P00950,D0320,0.182,0.828,-0.663,781.01,0.086,5.28,6.64,0.166,0,-1.64,40.7,0.789,0.85,0.82,0.303
P00103,D0641,0.784,0.437,0.37,691.7,0.636,0.47,8.19,1.0,0,1.74,43.4,0.583,-1.64,4.03,0.228
P07117,D0786,0.115,0.536,-0.856,379.04,0.938,3.1,6.45,0.826,0,-1.44,47.3,0.09,-7.3,2.6,0.753
P03387,D0440,0.484,0.488,-0.493,717.2,0.701,0.01,7.2,0.134,0,-0.17,18.0,0.289,-5.29,3.7,0.058
P03619,D0913,0.084,0.534,0.806,436.48,0.041,0.75,8.68,0.636,0,1.95,20.3,0.656,-5.44,2.41,0.62
P00984,D0098,0.899,0.693,-0.949,878.53,0.256,-0.17,7.88,0.298,0,-0.77,24.9,0.386,-4.22,1.9,0.99
P00309,D0711,0.309,0.45,0.492,341.12,0.572,-0.95,6.57,0.579,0,-1.44,14.2,0.633,-2.49,3.08,0.919
P04501,D0403,0.617,0.437,-0.683,283.63,0.006,0.62,5.99,0.134,0,0.79,61.7,0.98,-9.88,4.48,0.968
P08205,D0770,0.729,0.623,0.666,808.98,0.536,5.65,7.19,0.754,0,-0.6,22.9,0.878,-7.67,3.63,0.738
P03493,D0655,0.032,0.506,0.216,522.59,0.801,-2.18,8.93,0.749,0,0.22,41.9,0.232,-3.0,2.65,0.187
P03203,D0628,0.382,0.597,-0.932,708.08,0.988,-2.89,7.24,0.217,0,1.52,10.2,0.116,-6.22,1.04,0.963
P01286,D0365,0.283,0.584,-0.983,862.64,0.535,-0.64,5.01,0.387,0,-1.34,39.7,0.71,-7.49,1.1,0.899
P00693,D0327,0.546,0.418,0.151,297.97,0.68,5.47,4.98,0.514,0,0.02,38.4,0.031,-2.17,4.6,0.242
P04169,D0168,0.771,0.454,0.588,225.11,0.154,6.3,4.49,0.679,0,-1.53,36.4,0.37,-0.87,1.73,0.796
P01275,D0080,0.131,0.56,0.428,312.38,0.118,5.13,4.88,0.353,0,0.15,42.6,0.173,0.03,4.25,0.401
P02595,D0113,0.475,0.595,-0.409,236.06,0.643,-2.62,8.49,0.045,0,1.4,7.1,0.011,-0.2,4.45,0.677
P05422,D0822,0.13,0.533,0.448,871.5,0.16,-1.05,5.52,0.274,0,0.75,70.9,0.791,-2.21,3.23,0.321
P03524,D0372,0.79,0.703,-0.444,685.07,0.763,0.3,4.32,0.536,1,-1.24,65.2,0.833,0.43,2.01,0.146
P06127,D0635,0.785,0.492,-0.01,641.87,0.693,3.83,7.46,0.403,0,0.67,14.8,0.227,0.08,2.78,0.662
P07993,D0127,0.331,0.535,-0.558,863.71,0.372,0.27,4.22,0.984,0,-0.15,47.2,0.461,-7.77,0.28,0.098
P07833,D0355,0.328,0.45,-0.769,883.84,0.668,1.94,4.1,0.374,0,-0.54,49.3,0.641,-7.68,0.11,0.121
P00476,D0065,0.599,0.513,0.92,834.76,0.371,-2.59,5.59,0.829,0,-1.24,8.4,0.378,-4.98,1.68,0.227
P08585,D0163,0.997,0.392,0.297,644.82,0.619,-2.63,4.04,0.019,1,-0.83,7.5,0.855,-6.34,3.5,0.847
P07978,D0825,0.981,0.308,-0.552,522.55,0.66,4.32,6.58,0.449,1,-1.85,37.0,0.581,0.64,3.34,0.442
P00286,D0003,0.316,0.456,-0.754,182.94,0.711,-1.95,7.5,0.432,0,1.58,63.5,0.348,-1.96,1.39,0.481
P07360,D0599,0.83,0.755,-0.485,807.73,0.526,-0.24,5.03,0.913,0,-0.75,3.1,0.817,-5.77,4.64,0.664
P06259,D0186,0.315,0.427,-0.257,225.09,0.37,-2.95,6.96,0.275,0,1.6,22.0,0.152,-7.58,1.84,0.901
